Connection/Authentication	user	No		-2147483647	all versions	 The user to connect as 
Miscellaneous	jdbcCompliantTruncation	No	true	alpha	3.1.2	 Should the driver throw java.sql.DataTruncation exceptions when data is truncated as is required by the JDBC specification when connected to a server that supports warnings (MySQL 4.1.0 and newer)? This property has no effect if the server sql-mode includes STRICT_TRANS_TABLES. 
Miscellaneous	loadBalanceAutoCommitStatementRegex	No		alpha	5.1.15	 When load-balancing is enabled for auto-commit statements (via loadBalanceAutoCommitStatementThreshold), the statement counter will only increment when the SQL matches the regular expression. By default, every statement issued matches. 
Miscellaneous	loadBalanceAutoCommitStatementThreshold	No	0	alpha	5.1.15	 When auto-commit is enabled, the number of statements which should be executed before triggering load-balancing to rebalance. Default value of 0 causes load-balanced connections to only rebalance when exceptions are encountered, or auto-commit is disabled and transactions are explicitly committed or rolled back. 
Miscellaneous	loadBalanceBlacklistTimeout	No	0	alpha	5.1.0	 Time in milliseconds between checks of servers which are unavailable, by controlling how long a server lives in the global blacklist. 
Miscellaneous	loadBalanceConnectionGroup	No		alpha	5.1.13	 Logical group of load-balanced connections within a classloader, used to manage different groups independently. If not specified, live management of load-balanced connections is disabled. 
Miscellaneous	loadBalanceExceptionChecker	No	com.mysql.jdbc.StandardLoadBalanceExceptionChecker	alpha	5.1.13	 Fully-qualified class name of custom exception checker. The class must implement com.mysql.jdbc.LoadBalanceExceptionChecker interface, and is used to inspect SQLExceptions and determine whether they should trigger fail-over to another host in a load-balanced deployment. 
Miscellaneous	loadBalancePingTimeout	No	0	alpha	5.1.13	 Time in milliseconds to wait for ping response from each of load-balanced physical connections when using load-balanced Connection. 
Miscellaneous	loadBalanceSQLExceptionSubclassFailover	No		alpha	5.1.13	 Comma-delimited list of classes/interfaces used by default load-balanced exception checker to determine whether a given SQLException should trigger failover. The comparison is done using Class.isInstance(SQLException) using the thrown SQLException. 
Miscellaneous	loadBalanceSQLStateFailover	No		alpha	5.1.13	 Comma-delimited list of SQLState codes used by default load-balanced exception checker to determine whether a given SQLException should trigger failover. The SQLState of a given SQLException is evaluated to determine whether it begins with any value in the comma-delimited list. 
Miscellaneous	loadBalanceValidateConnectionOnSwapServer	No	false	alpha	5.1.13	 Should the load-balanced Connection explicitly check whether the connection is live when swapping to a new physical connection at commit/rollback? 
Miscellaneous	maxRows	No	-1	alpha	all versions	 The maximum number of rows to return (0, the default means return all rows). 
Miscellaneous	netTimeoutForStreamingResults	No	600	alpha	5.1.0	 What value should the driver automatically set the server setting 'net_write_timeout' to when the streaming result sets feature is in use? (value has unit of seconds, the value '0' means the driver will not try and adjust this value) 
Miscellaneous	noAccessToProcedureBodies	No	false	alpha	5.0.3	 When determining procedure parameter types for CallableStatements, and the connected user can't access procedure bodies through "SHOW CREATE PROCEDURE" or select on mysql.proc should the driver instead create basic metadata (all parameters reported as IN VARCHARs, but allowing registerOutParameter() to be called on them anyway) instead of throwing an exception? 
Miscellaneous	noDatetimeStringSync	No	false	alpha	3.1.7	 Don't ensure that ResultSet.getDatetimeType().toString().equals(ResultSet.getString()) 
Miscellaneous	noTimezoneConversionForDateType	No	true	alpha	5.1.35	 Don't convert DATE values using the server time zone if 'useTimezone'='true' or 'useLegacyDatetimeCode'='false' 
Miscellaneous	noTimezoneConversionForTimeType	No	false	alpha	5.0.0	 Don't convert TIME values using the server time zone if 'useTimezone'='true' 
Miscellaneous	nullCatalogMeansCurrent	No	true	alpha	3.1.8	 When DatabaseMetadataMethods ask for a 'catalog' parameter, does the value null mean use the current catalog? (this is not JDBC-compliant, but follows legacy behavior from earlier versions of the driver) 
Miscellaneous	nullNamePatternMatchesAll	No	true	alpha	3.1.8	 Should DatabaseMetaData methods that accept *pattern parameters treat null the same as '%' (this is not JDBC-compliant, however older versions of the driver accepted this departure from the specification) 
Miscellaneous	overrideSupportsIntegrityEnhancementFacility	No	false	alpha	3.1.12	 Should the driver return "true" for DatabaseMetaData.supportsIntegrityEnhancementFacility() even if the database doesn't support it to workaround applications that require this method to return "true" to signal support of foreign keys, even though the SQL specification states that this facility contains much more than just foreign key support (one such application being OpenOffice)? 
Miscellaneous	padCharsWithSpace	No	false	alpha	5.0.6	 If a result set column has the CHAR type and the value does not fill the amount of characters specified in the DDL for the column, should the driver pad the remaining characters with space (for ANSI compliance)? 
Miscellaneous	pedantic	No	false	alpha	3.0.0	 Follow the JDBC spec to the letter. 
Miscellaneous	pinGlobalTxToPhysicalConnection	No	false	alpha	5.0.1	 When using XAConnections, should the driver ensure that operations on a given XID are always routed to the same physical connection? This allows the XAConnection to support "XA START ... JOIN" after "XA END" has been called 
Miscellaneous	populateInsertRowWithDefaultValues	No	false	alpha	5.0.5	 When using ResultSets that are CONCUR_UPDATABLE, should the driver pre-populate the "insert" row with default values from the DDL for the table used in the query so those values are immediately available for ResultSet accessors? This functionality requires a call to the database for metadata each time a result set of this type is created. If disabled (the default), the default values will be populated by the an internal call to refreshRow() which pulls back default values and/or values changed by triggers. 
Miscellaneous	processEscapeCodesForPrepStmts	No	true	alpha	3.1.12	 Should the driver process escape codes in queries that are prepared? Default escape processing behavior in non-prepared statements must be defined with the property 'enableEscapeProcessing'. 
Miscellaneous	queryTimeoutKillsConnection	No	false	alpha	5.1.9	 If the timeout given in Statement.setQueryTimeout() expires, should the driver forcibly abort the Connection instead of attempting to abort the query? 
Miscellaneous	relaxAutoCommit	No	false	alpha	2.0.13	 If the version of MySQL the driver connects to does not support transactions, still allow calls to commit(), rollback() and setAutoCommit() (true/false, defaults to 'false')? 
Miscellaneous	retainStatementAfterResultSetClose	No	false	alpha	3.1.11	 Should the driver retain the Statement reference in a ResultSet after ResultSet.close() has been called. This is not JDBC-compliant after JDBC-4.0. 
Miscellaneous	rollbackOnPooledClose	No	true	alpha	3.0.15	 Should the driver issue a rollback() when the logical connection in a pool is closed? 
Miscellaneous	runningCTS13	No	false	alpha	3.1.7	 Enables workarounds for bugs in Sun's JDBC compliance testsuite version 1.3 
Miscellaneous	sendFractionalSeconds	No	true	alpha	5.1.37	 Send fractional part from TIMESTAMP seconds. If set to false, the nanoseconds value of TIMESTAMP values will be truncated before sending any data to the server. This option applies only to prepared statements, callable statements or updatable result sets. 
Miscellaneous	serverTimezone	No		alpha	3.0.2	 Override detection/mapping of time zone. Used when time zone from server doesn't map to Java time zone 
Miscellaneous	statementInterceptors	No		alpha	5.1.1	 A comma-delimited list of classes that implement "com.mysql.jdbc.StatementInterceptor" that should be placed "in between" query execution to influence the results. StatementInterceptors are "chainable", the results returned by the "current" interceptor will be passed on to the next in in the chain, from left-to-right order, as specified in this property. 
Miscellaneous	strictFloatingPoint	No	false	alpha	3.0.0	 Used only in older versions of compliance test 
Miscellaneous	strictUpdates	No	true	alpha	3.0.4	 Should the driver do strict checking (all primary keys selected) of updatable result sets (true, false, defaults to 'true')? 
Miscellaneous	tinyInt1isBit	No	true	alpha	3.0.16	 Should the driver treat the datatype TINYINT(1) as the BIT type (because the server silently converts BIT -&gt; TINYINT(1) when creating tables)? 
Miscellaneous	transformedBitIsBoolean	No	false	alpha	3.1.9	 If the driver converts TINYINT(1) to a different type, should it use BOOLEAN instead of BIT for future compatibility with MySQL-5.0, as MySQL-5.0 has a BIT type? 
Miscellaneous	treatUtilDateAsTimestamp	No	true	alpha	5.0.5	 Should the driver treat java.util.Date as a TIMESTAMP for the purposes of PreparedStatement.setObject()? 
Miscellaneous	ultraDevHack	No	false	alpha	2.0.3	 Create PreparedStatements for prepareCall() when required, because UltraDev is broken and issues a prepareCall() for _all_ statements? (true/false, defaults to 'false') 
